C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_769.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_769.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_769.jpg,-0.1909571,1,0,5.422441
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_839.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_839.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_839.jpg,-0.006139816,1,0,6.111838
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_911.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_911.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_911.jpg,0,1,0,7.026899
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_981.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_981.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_981.jpg,0,1,0,7.709986
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_052.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_052.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_052.jpg,0,1,0,8.614678
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_120.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_120.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_120.jpg,-0.05,1,0,9.288085
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_190.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_190.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_190.jpg,-0.25,1,0,10.16289
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_261.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_261.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_261.jpg,-0.4176539,1,0,10.792
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_333.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_333.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_333.jpg,-0.148133,1,0,11.50283
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_405.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_405.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_405.jpg,0,1,0,12.41839
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_479.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_479.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_479.jpg,0,1,0,13.2507
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_555.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_555.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_555.jpg,-0.15,1,0,14.023
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_622.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_622.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_622.jpg,-0.2039619,1,0,14.64477
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_692.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_692.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_692.jpg,0,1,0,15.5139
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_768.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_768.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_768.jpg,-0.1,1,0,16.36341
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_841.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_841.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_841.jpg,-0.25,1,0,16.96618
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_913.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_913.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_913.jpg,-0.2899932,1,0,17.75621
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_45_984.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_45_984.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_45_984.jpg,-0.04874708,1,0,18.57259
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_053.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_053.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_053.jpg,-0.1987471,1,0,19.19831
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_127.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_127.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_127.jpg,-0.3987471,1,0,19.9691
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_201.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_201.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_201.jpg,-0.5835459,1,0,20.47755
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_273.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_273.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_273.jpg,-0.3347006,1,0,21.25484
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_346.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_346.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_346.jpg,-0.09781816,1,0,22.05516
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_582.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_582.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_582.jpg,-0.45,1,0,24.13973
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_648.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_648.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_648.jpg,-0.6500001,1,0,24.7545
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_718.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_718.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_718.jpg,-0.8377869,1,0,25.14737
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_799.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_799.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_799.jpg,-0.570669,1,0,25.84808
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_873.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_873.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_873.jpg,-0.371641,1,0,26.62703
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_46_949.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_46_949.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_46_949.jpg,-0.1184418,1,0,27.3984
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_022.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_022.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_022.jpg,0.03825914,1,0,27.93855
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_090.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_090.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_090.jpg,0.2382591,1,0,28.60154
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_161.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_161.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_161.jpg,0.3882592,1,0,29.05084
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_287.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_287.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_287.jpg,0.4069337,1,0,30.10639
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_354.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_354.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_354.jpg,0.2246239,1,0,30.19317
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_421.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_421.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_421.jpg,0.03269759,1,0,30.18802
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_496.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_496.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_496.jpg,0,1,0,30.18782
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_565.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_565.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_565.jpg,-0.05,1,0,30.18911
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_636.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_636.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_636.jpg,-0.2,1,0,30.1762
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_709.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_709.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_709.jpg,-0.407143,1,0,30.15302
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_776.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_776.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_776.jpg,-0.2272892,1,0,30.18723
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_854.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_854.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_854.jpg,0,1,0,30.18762
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_921.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_921.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_921.jpg,0,1,0,30.18879
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_47_988.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_47_988.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_47_988.jpg,0.2,1,0,30.17494
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_057.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_057.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_057.jpg,0.05533018,1,0,30.1889
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_129.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_129.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_129.jpg,0,1,0,30.19047
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_203.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_203.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_203.jpg,0,1,0,30.19042
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_277.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_277.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_277.jpg,0,1,0,30.18878
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_350.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_350.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_350.jpg,-0.15,1,0,30.1841
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_417.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_417.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_417.jpg,-0.3,1,0,30.16866
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_520.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_520.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_520.jpg,-0.2139899,1,0,30.19007
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_587.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_587.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_587.jpg,-0.01322652,1,0,30.18902
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_654.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_654.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_654.jpg,0,1,0,30.18918
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_729.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_729.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_729.jpg,0,1,0,30.19003
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_802.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_802.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_802.jpg,0,1,0,30.19016
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_877.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_877.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_877.jpg,0,1,0,30.18862
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_48_951.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_48_951.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_48_951.jpg,0,1,0,30.19059
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_022.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_022.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_022.jpg,0,1,0,30.19185
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_096.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_096.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_096.jpg,0,1,0,30.18957
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_167.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_167.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_167.jpg,0,1,0,30.19062
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_240.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_240.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_240.jpg,0,1,0,30.19055
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_312.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_312.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_312.jpg,-0.15,1,0,30.18394
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_387.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_387.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_387.jpg,-0.3242413,1,0,30.1672
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_461.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_461.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_461.jpg,-0.1275066,1,0,30.19048
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_531.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_531.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_531.jpg,0,1,0,30.18906
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_640.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_640.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_640.jpg,0,1,0,30.19015
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_708.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_708.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_708.jpg,-0.2,1,0,30.18202
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_778.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_778.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_778.jpg,-0.2405379,1,0,30.17927
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_852.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_852.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_852.jpg,0,1,0,30.18939
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_925.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_925.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_925.jpg,0,1,0,30.19024
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_49_995.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_49_995.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_49_995.jpg,0,1,0,30.1902
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_071.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_071.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_071.jpg,0,1,0,30.19027
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_144.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_144.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_144.jpg,-0.2,1,0,30.18085
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_218.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_218.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_218.jpg,-0.08249395,1,0,30.19039
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_318.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_318.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_318.jpg,0,1,0,30.19006
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_386.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_386.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_386.jpg,0,1,0,30.19027
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_459.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_459.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_459.jpg,-0.05,1,0,30.18991
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_600.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_600.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_600.jpg,0,1,0,30.19029
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_672.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_672.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_672.jpg,0,1,0,30.19034
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_50_749.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_50_749.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_50_749.jpg,-0.05,1,0,30.18987
